BTC,LTC,ETC,ETH,BCH,XMR,XRP,ZEC,DASH
6723.3,96.55,16.96,531.46,875.7,122.04,0.5345,190.68,264.96
6719.8,96.81,17.04,528.03,872.5,122.71,0.5329,190.7,262.0
6718.7,96.67,17.33,524.69,874.3,122.7,0.5336,190.42,262.0
6716.0,96.33,17.35,524.55,868.0,121.36,0.5322,190.85,262.0
6696.0,96.44,17.23,522.29,868.3,122.39,0.5315,190.2,260.83
6714.7,96.35,17.64,524.0,870.1,121.97,0.5333,190.2,258.92
6716.2,96.46,17.7,525.48,868.0,121.51,0.5317,190.2,258.92
6707.8,96.3,17.76,525.0,868.6,121.59,0.5327,189.67,258.92
6723.4,97.08,17.8,525.48,874.6,122.98,0.5332,189.87,261.25
6716.1,96.61,17.61,525.37,870.9,123.23,0.5332,190.15,261.25
6717.0,96.6,17.61,524.0,872.1,123.88,0.5332,190.21,261.25
6637.3,94.27,17.13,512.76,841.4,121.0,0.526,185.74,257.0
6662.6,93.81,17.27,514.2,847.5,120.5,0.5292,185.09,257.02
6663.5,94.34,17.23,515.6,850.0,121.5,0.5288,186.17,255.36
6660.8,94.0,17.15,514.5,848.0,121.02,0.5245,186.17,256.5
6647.3,94.7,17.07,513.41,847.9,121.5,0.525,186.17,257.41
6637.1,93.14,17.08,512.57,844.9,120.74,0.5242,184.48,254.47
6502.9,90.38,16.32,499.4,819.9,116.08,0.5152,178.18,248.6
6399.5,89.92,16.35,495.41,809.0,115.29,0.5136,175.92,245.47
6296.2,87.5,16.08,487.6,794.4,117.09,0.505,175.49,244.0
6366.2,89.53,16.42,491.29,811.4,117.5,0.5146,178.62,245.3
6357.7,88.62,16.27,486.51,805.0,115.3,0.5075,178.0,244.96
6331.5,88.32,15.96,477.37,792.6,114.54,0.5061,178.04,244.46
6119.9,83.83,14.89,467.51,757.8,110.16,0.4885,168.26,233.68
6174.1,85.2,15.3,474.58,769.3,109.79,0.4932,170.82,235.22
6155.0,85.46,15.23,473.55,764.9,110.64,0.4926,170.06,233.84
6173.7,86.56,15.49,476.69,768.8,112.91,0.4977,169.54,235.69
6160.6,85.59,15.26,472.7,766.0,111.38,0.492,168.73,243.91
6230.0,86.86,15.63,478.3,781.8,113.0,0.4981,170.5,246.78
6194.1,85.64,15.28,475.46,773.5,112.26,0.4941,172.17,242.38
6069.5,83.55,14.92,462.92,744.8,108.89,0.483,167.83,236.31
6018.5,82.09,14.46,458.4,740.2,108.41,0.4744,163.99,233.53
6076.2,85.27,14.67,463.67,756.6,110.36,0.4847,166.23,238.1
6055.5,84.77,14.59,462.28,748.4,110.0,0.4816,166.71,235.23
6145.1,86.42,14.89,472.0,768.8,112.47,0.4909,170.96,240.57
6140.1,86.09,14.92,469.91,763.0,112.47,0.4904,169.26,244.01
6128.5,85.17,14.87,471.93,765.4,112.26,0.49,170.18,246.97
6108.1,84.64,14.63,466.88,755.6,111.13,0.4865,167.93,246.0
6124.9,85.1,14.74,468.59,760.7,111.28,0.49,167.93,246.16
6090.0,84.36,14.55,464.51,752.2,112.44,0.488,167.93,244.96
6060.4,82.48,14.38,461.14,744.0,110.89,0.48,164.76,244.0
6113.2,84.26,14.67,468.19,754.3,112.43,0.4849,167.15,243.1
6093.5,83.03,14.48,467.41,748.7,112.18,0.483,166.87,245.18
6122.6,84.41,14.7,471.73,757.2,113.84,0.4879,166.26,244.76
6129.0,84.13,14.84,472.61,754.0,114.55,0.4872,167.52,245.98
6147.7,84.39,14.76,472.91,757.3,114.49,0.4896,167.77,246.0
6134.6,84.02,14.75,471.78,754.4,113.5,0.4864,167.5,244.4
6152.7,83.66,14.82,473.49,760.4,118.3,0.4862,168.11,244.25
6120.0,83.19,14.67,471.37,757.2,118.77,0.4858,168.36,243.83
6113.1,82.16,14.55,469.6,750.0,117.21,0.4841,168.36,242.61
6117.4,82.63,14.61,470.83,749.1,115.88,0.4841,168.43,239.88
6138.0,82.83,14.68,474.17,756.2,116.29,0.4859,168.5,239.24
6136.5,82.57,14.68,473.0,757.2,115.94,0.4857,168.37,241.1
6147.2,82.83,14.73,474.71,757.2,115.71,0.4859,169.99,242.2
6130.3,82.5,14.62,474.7,753.0,116.26,0.486,169.67,241.42
6226.9,84.16,15.04,479.0,775.0,116.35,0.492,170.0,243.37
6197.8,83.3,14.86,475.99,763.9,115.94,0.4885,171.27,243.84
6154.1,82.9,14.79,474.03,763.7,115.53,0.4899,169.59,243.14
6127.4,82.21,14.55,471.01,750.5,114.31,0.4883,167.53,242.24
6100.0,81.8,14.5,467.11,747.5,115.83,0.4855,168.47,241.9
6106.2,81.9,14.57,470.52,749.6,117.15,0.4848,167.03,240.49
6083.3,81.0,14.43,466.13,737.8,115.91,0.48,167.9,239.13
5908.5,77.41,13.5,449.73,700.4,109.62,0.4641,158.8,231.18
5903.9,76.47,13.56,449.2,690.3,108.97,0.461,155.83,231.91
5864.6,76.65,13.46,442.63,683.8,109.24,0.4539,156.36,231.15
5848.0,76.51,13.37,436.4,676.7,108.88,0.4498,156.54,228.0
5848.8,77.49,13.4,438.76,682.6,109.5,0.4525,155.43,225.72
5867.4,77.15,13.62,442.2,684.2,109.46,0.455,156.46,226.35
5925.0,78.34,13.81,445.0,693.2,114.0,0.4668,157.98,236.56
5920.9,78.42,13.68,440.04,696.4,113.35,0.466,157.87,235.91
5907.6,77.63,13.65,438.0,689.0,111.86,0.4613,156.76,235.91
5940.0,77.74,13.78,441.53,698.8,112.87,0.4636,157.36,233.17
5912.8,76.33,13.73,436.47,700.0,112.64,0.4585,157.04,233.0
5776.6,73.61,13.28,422.98,670.2,108.49,0.4429,155.0,226.39
6193.2,80.14,14.74,452.8,753.6,118.64,0.4689,165.98,241.47
6195.5,80.64,15.0,455.12,756.2,118.76,0.477,167.0,241.08
6189.6,80.55,15.04,454.8,752.4,120.0,0.4793,164.29,240.75
6179.1,80.98,14.87,454.55,753.1,120.66,0.48,165.41,241.08
6186.2,82.51,14.95,459.02,762.4,122.68,0.4826,165.37,241.6
6156.0,81.11,14.93,457.0,761.0,123.17,0.4772,166.04,238.41
6146.3,81.33,14.71,455.12,751.4,120.62,0.4758,166.04,237.09
6150.1,80.53,14.85,454.74,746.8,120.97,0.4744,166.23,237.44
6170.2,80.25,14.93,456.9,750.1,122.62,0.4812,165.45,238.55
6147.6,79.76,14.9,451.77,747.0,122.69,0.4769,165.76,238.55
6124.4,79.13,14.73,447.0,743.6,122.52,0.476,165.76,236.57
6140.9,79.7,14.85,451.01,741.0,122.72,0.4751,165.76,235.41
6147.0,80.97,14.84,450.15,743.3,127.47,0.4769,164.85,238.94
6157.3,80.27,14.92,449.09,750.3,127.29,0.4766,164.86,241.28
6169.9,81.04,15.05,451.4,749.6,127.61,0.4773,165.54,239.27
6159.4,80.44,15.0,448.93,747.7,126.73,0.4752,164.96,239.27
6162.9,80.44,15.1,449.92,750.7,126.11,0.4772,164.96,240.88
6163.0,80.14,15.02,450.51,749.2,125.97,0.4771,163.96,239.67
6180.6,80.89,15.55,458.86,758.0,125.96,0.4828,164.73,241.2
6231.6,82.7,15.68,465.35,770.8,127.36,0.4884,169.28,243.97
6105.9,80.63,15.27,456.13,741.4,125.72,0.476,164.7,237.86
6138.0,80.83,15.36,459.25,747.4,124.83,0.4762,166.23,238.16
6275.8,82.58,15.85,467.75,762.9,129.46,0.4851,168.04,243.5
6290.5,82.94,15.74,465.22,758.8,129.0,0.4832,172.5,243.68
6275.3,82.85,15.6,464.82,757.4,128.7,0.4807,178.33,241.87
6274.0,82.61,15.63,464.47,761.0,128.81,0.4827,175.93,241.79
6259.7,82.04,15.72,461.65,755.0,127.5,0.4814,177.13,241.54
6249.3,81.71,15.65,459.03,757.7,126.85,0.4766,175.9,240.67
6250.8,81.98,15.8,458.1,756.3,127.32,0.4784,175.51,241.18
6260.6,81.91,15.94,463.5,757.3,126.3,0.48,174.25,240.0
6242.8,81.71,15.8,461.27,756.1,126.17,0.4797,176.38,240.0
6245.5,81.51,15.89,458.82,756.0,126.45,0.4802,176.74,240.8
6191.9,81.45,15.52,453.0,743.9,125.8,0.4753,176.44,240.78
6228.7,81.66,15.65,455.66,745.6,126.46,0.4792,175.96,239.89
6235.8,81.56,15.71,457.91,748.9,126.43,0.4796,176.5,240.01
6236.3,81.89,15.7,457.6,747.0,126.97,0.4792,175.11,240.0
6240.0,81.71,15.67,458.0,749.5,126.45,0.4803,174.77,241.01
6250.5,82.21,15.8,459.44,753.8,126.71,0.4817,175.82,240.22
6239.0,82.25,15.67,455.64,752.2,126.96,0.4803,176.37,241.27
6228.6,81.91,15.67,455.2,746.5,126.66,0.4811,172.18,239.84
6220.7,81.53,15.69,451.33,747.5,126.73,0.4795,173.2,238.69
6188.3,80.69,15.43,444.88,738.8,125.24,0.4759,171.26,236.01
6222.6,81.35,15.59,450.8,745.0,125.33,0.479,171.0,235.37
6200.0,81.01,15.48,448.14,743.1,125.11,0.4762,170.87,235.77
6207.7,80.89,15.59,451.0,742.3,126.41,0.478,166.91,235.31
6179.9,79.69,15.55,445.3,732.0,128.5,0.4763,168.07,236.7
6179.6,79.3,15.59,446.07,734.9,129.71,0.4747,167.84,231.8
6185.0,79.63,15.64,446.91,724.8,129.18,0.4728,167.26,231.8
6184.9,79.31,15.58,445.9,723.8,128.05,0.4704,166.27,233.42
6184.3,79.2,15.5,445.43,720.0,127.56,0.4685,164.3,231.48
6168.1,78.54,15.46,437.0,719.1,123.45,0.4673,165.3,232.4
6162.7,78.56,15.43,437.1,712.0,121.74,0.468,164.38,230.88
6183.1,78.88,15.52,440.56,718.9,121.56,0.4689,167.15,230.88
6211.4,79.45,15.67,445.0,724.4,124.68,0.472,168.55,231.79
6152.8,77.38,15.36,438.4,719.3,122.46,0.4648,164.7,229.86
6081.3,75.65,14.85,430.2,695.0,119.97,0.4526,160.38,229.53
6097.2,76.78,14.62,434.0,702.3,120.91,0.4608,160.12,228.0
6085.1,76.47,14.57,431.05,696.4,122.31,0.4563,160.94,228.0
6071.6,76.11,14.51,431.0,698.2,122.96,0.456,159.25,227.75
6040.1,75.25,14.3,426.99,688.3,124.01,0.4517,159.25,227.75
6060.7,75.43,14.46,429.01,691.0,125.0,0.4542,158.13,229.9
6077.3,76.03,14.64,432.17,700.2,125.71,0.4578,158.5,230.6
6075.0,76.22,14.64,429.26,703.0,127.2,0.4568,160.74,230.6
6076.1,76.44,14.61,431.19,691.9,127.71,0.4588,161.15,227.35
6073.1,77.1,14.58,434.15,697.0,127.08,0.461,162.57,227.95
6096.6,77.88,14.87,437.46,706.9,128.0,0.4625,161.96,226.05
6117.4,79.67,15.24,439.2,719.0,128.11,0.4672,163.22,226.05
6096.0,78.74,15.05,433.43,704.6,127.63,0.4623,163.35,226.05
6086.5,78.44,14.95,431.79,705.4,127.64,0.4605,161.59,225.9
6090.5,78.73,14.9,430.8,704.6,127.0,0.4628,161.59,226.55
6044.9,77.52,14.69,424.0,695.5,124.0,0.4588,158.83,224.34
6113.5,80.17,15.14,432.3,706.8,125.63,0.465,161.88,225.44
6126.7,80.28,15.35,433.74,710.1,127.61,0.4698,162.08,228.69
6118.9,80.95,15.29,433.81,710.4,127.87,0.4697,166.1,228.4
6119.0,80.68,15.32,433.73,708.2,127.04,0.4679,163.02,228.72
6146.4,80.73,15.41,437.5,711.8,127.01,0.4713,162.98,227.38
6123.0,80.04,15.31,433.99,708.4,127.0,0.4682,161.62,227.38
6119.3,80.26,15.34,435.62,710.8,127.35,0.47,162.05,227.66
6135.2,80.72,15.4,438.12,711.9,129.0,0.471,163.58,228.02
6134.2,80.78,15.45,441.53,714.0,127.82,0.471,167.9,230.24
6141.0,81.34,15.61,442.3,721.0,129.5,0.4724,166.4,229.93
6135.2,80.99,15.4,438.69,708.5,132.23,0.4717,164.24,229.93
6105.1,80.44,15.24,436.14,704.0,133.02,0.4666,162.95,226.47
6087.8,78.8,15.05,431.4,706.3,131.66,0.4628,161.76,224.14
6107.1,79.46,15.26,432.36,707.5,130.47,0.4646,160.69,223.3
6108.9,79.12,15.33,434.0,707.6,131.86,0.4647,161.3,223.93
6101.6,78.61,15.19,434.0,701.2,130.77,0.4613,163.57,223.93
6101.6,78.98,15.37,434.9,701.9,130.73,0.4597,164.19,223.11
6116.5,78.91,15.45,435.4,701.8,130.91,0.462,163.63,223.3
6100.5,78.65,15.29,433.13,702.4,131.0,0.4594,162.78,221.0
6091.1,77.95,15.25,432.44,694.5,131.35,0.4586,161.02,222.7
6109.2,78.28,15.33,435.47,697.8,131.93,0.4601,161.31,222.7
6105.3,78.76,15.35,437.0,700.0,133.78,0.4602,162.93,222.7
6107.6,78.79,15.28,436.18,697.6,132.6,0.4617,162.93,222.7
6109.8,79.85,15.45,437.6,699.6,131.02,0.4617,164.37,221.0
6098.2,79.55,15.35,435.18,697.0,130.02,0.4588,163.57,221.41
6097.4,79.65,15.29,436.81,697.2,131.63,0.4614,163.72,223.11
6092.8,79.26,15.24,435.93,694.8,131.01,0.4604,162.0,223.0
6097.3,79.23,15.23,435.96,695.0,129.76,0.46,160.27,223.91
6078.0,78.72,15.2,435.15,690.4,129.2,0.4585,160.25,223.54
6039.3,78.09,14.96,433.93,683.3,127.8,0.4558,156.91,221.41
5918.4,76.4,14.59,425.42,664.1,121.42,0.448,154.65,218.77
5938.8,76.44,14.77,427.15,659.0,119.32,0.4524,154.39,218.48
5858.6,74.11,14.61,419.5,659.4,116.31,0.4474,153.65,217.18
5878.6,75.0,14.65,422.81,658.0,119.17,0.4484,153.81,218.04
5866.2,74.32,14.61,419.99,655.0,116.61,0.447,153.81,217.24
5856.4,74.56,14.58,419.1,652.7,115.53,0.4448,154.12,226.0
5872.5,74.96,14.47,420.04,653.9,119.12,0.4474,153.05,223.35
5846.0,74.45,14.33,415.01,655.0,116.86,0.445,152.38,219.98
5888.8,74.86,14.53,418.26,664.5,118.41,0.4465,153.86,220.74
5878.2,74.01,14.51,416.43,660.9,118.38,0.4434,153.13,220.17
5897.4,73.49,14.73,415.41,660.0,119.03,0.4414,153.13,217.6
5900.1,73.63,14.75,414.91,659.0,120.0,0.4406,153.28,217.6
5919.9,73.9,14.8,418.0,665.9,121.17,0.4413,154.54,221.31
5882.6,73.44,14.63,414.33,661.6,121.07,0.4375,154.69,218.93
5870.8,73.45,14.61,408.93,654.9,120.49,0.4275,152.2,219.0
5858.8,73.55,14.53,409.03,655.6,120.0,0.4288,152.06,219.0
5857.4,72.74,14.72,407.99,653.8,119.34,0.4262,151.78,219.44
5905.0,73.43,14.76,414.49,665.0,120.45,0.4354,153.0,220.0
5899.3,73.55,14.74,413.96,661.9,120.31,0.4335,153.23,220.0
5873.6,73.41,14.56,410.32,657.8,119.94,0.43,154.89,220.9
5890.1,73.55,14.62,410.0,658.8,120.54,0.4303,155.98,224.47
5878.3,73.75,14.54,410.0,659.4,118.42,0.4287,156.67,224.48
5885.9,73.09,14.53,408.99,658.2,117.92,0.4279,156.45,224.48
5898.3,74.14,14.64,412.58,667.3,117.27,0.4328,155.84,224.95
5910.0,74.52,14.79,414.1,675.8,118.0,0.4329,156.91,224.95
6245.5,80.24,15.42,433.27,727.8,125.36,0.4572,163.42,238.82
6196.9,78.96,15.29,435.0,716.2,126.17,0.4545,163.54,235.26
6229.8,80.52,15.89,440.98,730.4,128.0,0.4641,164.56,237.54
6407.8,82.54,16.28,451.23,757.4,132.15,0.4754,168.65,245.57
6393.1,81.91,16.34,449.18,753.0,128.9,0.4675,168.49,242.42
6371.7,82.22,16.22,446.34,751.0,128.0,0.468,167.4,241.09
6391.5,81.89,16.25,452.05,758.4,129.55,0.4703,168.42,240.47
6401.0,82.39,16.24,452.8,758.5,128.71,0.4708,169.1,241.89
6391.3,81.94,16.15,450.1,753.5,129.0,0.4692,169.0,241.84
6403.2,82.1,16.28,451.15,753.6,129.27,0.469,170.57,242.0
6387.4,82.16,16.24,451.55,750.6,128.35,0.4684,171.83,242.0
6407.3,82.79,16.33,458.18,753.6,131.59,0.4712,172.19,243.55
6379.4,82.12,16.2,450.85,750.1,130.88,0.467,173.35,244.0
6393.6,82.23,16.26,453.38,751.5,132.0,0.4676,172.31,244.0
6391.7,82.56,16.26,453.32,754.5,131.8,0.4705,173.72,244.0
6391.5,82.09,16.11,453.65,752.6,134.91,0.4688,173.33,242.61
6362.1,81.24,15.85,448.38,739.7,132.41,0.4634,170.73,240.99
6370.1,81.55,15.9,448.39,739.2,132.31,0.4648,168.67,240.99
6342.6,80.84,15.81,445.68,735.4,130.55,0.4616,167.65,235.14
6334.3,80.25,15.77,444.5,729.9,130.2,0.4587,167.3,234.12
6315.4,79.78,15.68,442.49,723.5,129.9,0.4562,168.5,235.96
6321.3,79.86,15.71,442.18,723.8,128.59,0.4574,168.51,236.13
6343.2,79.77,15.94,445.02,725.2,129.0,0.4594,168.85,236.2
6325.3,79.41,15.91,445.84,724.0,129.17,0.4596,168.85,234.7
6340.0,79.7,15.76,447.41,724.0,128.09,0.4582,168.23,235.97
6387.9,81.06,16.18,453.05,745.8,130.99,0.4687,170.67,239.02
6363.7,80.23,16.11,451.97,740.0,130.99,0.4626,169.45,236.71
6345.7,79.76,15.9,448.86,733.7,131.01,0.4574,170.61,235.02
6334.0,79.72,15.79,449.69,728.0,129.99,0.4526,169.0,236.0
6349.6,79.97,15.84,449.81,729.0,130.21,0.4532,169.0,235.0
6349.8,79.62,15.77,449.02,734.2,128.7,0.4577,169.0,234.98
6381.1,80.04,16.17,453.98,736.9,130.21,0.4608,169.79,236.0
6349.0,79.81,16.1,451.32,735.6,130.96,0.46,171.69,229.85
6369.3,79.99,16.02,452.97,738.4,130.14,0.4594,171.83,233.63
6384.8,80.18,16.11,455.5,742.8,129.43,0.4598,172.5,235.08
6345.7,79.65,16.04,452.42,734.6,129.72,0.4585,172.49,233.64
6366.7,79.85,16.07,454.22,738.9,130.44,0.4607,172.36,233.64
6369.9,80.1,16.04,454.21,742.1,131.23,0.4606,172.36,235.29
6349.0,79.55,16.07,448.84,731.8,130.46,0.4588,172.17,235.29
6339.8,78.57,15.73,448.7,732.4,129.85,0.4568,170.5,233.5
6284.0,78.16,15.6,445.81,721.4,128.0,0.452,168.4,231.93
6318.6,79.07,15.87,450.98,724.7,128.07,0.457,169.8,232.94
6313.0,79.07,15.85,449.0,728.6,125.75,0.455,169.8,232.94
6320.7,79.16,15.99,449.32,729.0,126.96,0.4565,171.5,232.94
6308.2,79.09,15.84,447.7,728.8,127.8,0.457,169.8,232.94
6321.9,79.04,15.92,448.21,727.0,127.68,0.4559,168.48,233.38
6349.2,79.53,15.95,450.96,738.2,129.39,0.4604,170.08,233.77
6365.3,80.14,15.96,452.05,735.9,129.05,0.4616,170.0,232.5
6360.1,79.95,16.02,451.17,739.4,129.34,0.4612,170.0,235.63
6345.8,79.85,15.99,451.86,737.9,129.4,0.4616,170.0,234.76
6338.9,80.2,15.87,451.68,734.4,129.15,0.4614,168.9,234.9
6322.0,79.77,15.91,450.26,734.4,129.8,0.4603,168.57,234.9
6332.8,79.64,15.88,451.0,730.4,130.54,0.4612,169.42,238.0
6334.9,79.6,15.81,449.21,732.8,130.22,0.4608,169.42,238.61
6304.1,79.0,15.68,446.33,724.4,128.8,0.4555,166.0,238.86
6294.8,78.76,15.64,445.33,724.9,128.33,0.455,166.23,238.86
6305.0,79.02,15.85,446.32,728.0,128.9,0.4562,165.37,238.11
6343.3,79.49,15.88,452.0,735.0,130.34,0.4582,166.23,240.04
6337.3,79.4,15.81,448.9,729.4,131.0,0.4566,168.21,240.04
6318.4,79.36,15.8,447.55,729.2,129.0,0.4565,170.04,240.04
6332.7,80.07,15.89,449.47,730.0,128.97,0.4574,170.24,239.3
6340.0,79.99,15.94,450.17,736.0,128.58,0.4589,170.58,239.3
6338.9,80.2,15.94,448.69,736.5,128.5,0.4566,170.58,238.0
6589.1,83.79,16.72,470.7,782.6,137.0,0.4785,184.58,249.0
6610.1,85.69,16.8,471.13,789.8,136.32,0.4811,185.01,250.43
6619.0,85.6,16.76,473.89,785.9,140.99,0.487,183.95,252.51
6610.1,84.86,16.65,471.0,777.5,139.94,0.4827,181.75,250.49
6619.8,85.18,16.8,472.25,775.1,139.98,0.4838,186.0,250.21
6637.0,85.5,16.9,475.31,779.6,141.81,0.4877,186.36,253.0
6622.6,85.19,16.67,476.79,781.9,141.79,0.4905,184.5,252.33
6620.0,85.75,16.74,474.5,788.0,141.1,0.4913,185.68,251.05
6647.0,86.74,16.8,481.29,785.0,143.0,0.4944,187.4,251.44
6621.8,86.06,16.79,477.08,782.4,140.45,0.4926,185.52,250.5
6617.7,85.39,16.66,476.65,782.2,140.21,0.4891,184.85,250.0
6612.0,85.18,16.66,472.3,780.1,140.51,0.4882,184.85,250.0
6615.0,85.6,16.72,473.1,778.6,140.85,0.489,183.66,251.0
6628.2,86.33,16.74,477.25,792.0,141.6,0.4925,192.9,251.0
6633.0,87.51,16.86,478.76,810.0,142.6,0.5041,192.17,256.87
6643.9,89.0,16.96,481.96,815.3,143.73,0.516,192.63,254.98
6628.2,88.56,16.81,479.32,815.1,142.97,0.5096,191.19,255.97
6635.0,88.6,16.82,479.49,813.2,143.4,0.5103,191.0,259.42
6639.5,88.49,16.85,479.37,813.7,143.65,0.509,189.02,257.3
6631.0,87.48,16.71,477.47,806.7,141.91,0.5046,189.25,256.13
6622.3,87.64,16.71,475.39,802.2,140.28,0.4988,188.44,256.13
6588.1,86.14,16.44,469.57,779.3,140.96,0.4934,184.36,253.6
6580.7,86.22,16.41,472.86,780.1,140.86,0.4971,184.46,253.6
6583.9,86.14,16.47,471.51,776.5,139.0,0.4969,183.94,253.6
6569.2,86.09,16.45,468.0,770.4,137.11,0.4924,183.45,250.87
6580.0,86.22,16.51,467.68,769.6,138.5,0.4934,182.67,254.45
6583.9,86.52,16.49,468.53,767.6,138.5,0.4966,182.7,254.0
6580.0,86.66,16.4,469.9,774.4,138.78,0.5016,181.82,254.0
6573.7,86.22,16.26,466.32,767.9,138.59,0.496,182.18,253.93
6573.5,86.5,16.34,466.32,770.0,138.71,0.494,181.74,252.08
6605.0,87.47,16.6,468.73,771.2,139.92,0.4954,181.77,252.01
6613.0,87.35,16.43,469.19,775.5,140.22,0.4958,182.71,252.01
6605.0,87.25,16.44,468.61,771.8,141.61,0.4947,182.77,247.82
6475.0,84.48,16.15,461.51,755.0,137.85,0.4783,179.79,244.88
6495.5,85.0,16.17,462.01,756.7,138.12,0.4847,178.75,240.55
6454.6,84.07,15.91,454.9,743.9,137.02,0.478,176.27,237.66
6458.0,84.02,15.9,455.76,745.6,136.95,0.478,174.85,237.82
6459.8,83.81,16.02,456.89,744.7,136.74,0.4775,175.87,237.82
6464.9,83.54,16.09,456.57,753.2,137.86,0.4781,176.56,240.0
6466.9,83.82,16.12,457.46,756.5,137.12,0.479,176.73,240.44
6480.3,84.18,16.2,459.03,755.8,137.44,0.4805,177.17,239.94
6468.0,84.2,16.2,460.27,754.3,137.31,0.4808,178.11,235.21
6471.0,84.24,16.28,460.97,755.8,137.31,0.4792,178.0,238.73
6518.8,84.9,16.41,463.74,759.3,138.74,0.4844,179.53,241.0
6522.2,85.14,16.39,466.4,762.0,142.83,0.4887,181.47,240.54
6515.2,85.15,16.4,463.7,761.1,142.09,0.4874,180.65,242.58
6523.9,85.48,16.78,464.98,769.0,140.75,0.4842,180.65,242.56
6540.8,86.14,16.93,468.45,774.0,142.77,0.4851,178.95,242.56
6714.5,87.65,17.16,476.34,790.0,144.4,0.4968,185.19,249.94
6700.0,87.76,17.29,476.48,784.6,144.06,0.498,182.72,249.94
6676.4,86.77,17.0,472.52,767.8,143.44,0.4964,182.6,246.73
6665.8,86.56,17.03,472.39,768.9,142.24,0.4953,182.73,244.66
6666.1,86.64,17.13,473.41,768.5,142.1,0.496,182.22,244.66
6671.1,86.53,17.09,472.9,772.0,141.94,0.4984,181.9,248.0
6683.3,86.54,17.09,473.96,768.8,142.41,0.5049,181.9,247.0
6684.0,86.62,17.12,474.0,772.7,142.5,0.5044,183.06,247.33
6682.0,87.0,17.16,473.41,777.8,142.64,0.5,184.63,247.33
6583.8,86.05,16.83,465.13,760.7,138.49,0.4898,182.13,244.98
6584.2,84.99,16.88,466.59,760.4,137.77,0.492,181.26,245.09
6560.7,84.96,16.77,465.69,761.3,137.32,0.4906,180.0,242.57
6624.6,86.05,17.15,472.2,776.5,139.4,0.4968,184.92,248.87
6594.8,85.44,17.0,469.38,764.8,139.41,0.49,181.91,248.94
6612.7,85.17,17.16,468.88,774.1,139.69,0.4935,182.92,248.4
6619.0,85.37,17.13,472.39,768.2,140.18,0.494,183.68,249.98
6601.8,84.8,17.1,470.76,763.2,139.45,0.49,183.68,248.07
6588.4,84.52,16.89,470.1,763.2,138.47,0.4887,180.91,248.07
6610.4,84.8,16.99,470.21,760.8,137.8,0.4905,182.37,245.64
6613.0,84.78,17.18,471.65,759.2,138.33,0.4895,182.37,245.89
6626.9,84.9,17.04,472.57,753.4,137.84,0.4863,180.81,246.9
6628.5,85.3,17.27,475.0,761.1,138.48,0.4905,181.15,246.81
6618.8,84.53,17.1,471.95,755.6,138.71,0.4882,181.54,247.18
6631.6,84.45,17.2,474.11,758.6,139.64,0.4891,183.41,249.75
6601.7,84.94,16.98,470.92,748.8,137.13,0.4842,182.13,246.92
6579.0,84.31,16.99,468.02,748.7,136.23,0.4818,180.74,248.73
6609.1,84.23,17.02,471.42,750.1,136.01,0.4821,179.35,247.7
6583.9,84.37,16.92,469.73,747.0,139.3,0.4799,177.8,247.7
6564.5,83.6,16.96,467.6,722.2,137.87,0.4761,177.29,244.82
6488.0,82.46,16.77,462.08,723.5,136.94,0.472,174.0,240.5
6508.9,82.68,16.85,462.8,726.4,136.33,0.476,173.8,242.09
6500.2,82.87,16.9,462.0,726.9,135.0,0.4742,172.68,238.86
6489.7,82.3,16.82,462.8,722.8,136.49,0.4722,173.59,238.77
6530.1,83.04,17.05,466.82,729.0,136.79,0.4779,173.9,239.73
6526.2,83.21,17.3,467.35,741.6,138.08,0.4776,175.0,239.73
6526.4,83.18,17.54,466.1,737.4,136.36,0.4769,175.25,240.86
6514.6,82.68,17.5,464.2,728.9,137.56,0.471,173.7,239.41
6530.9,83.91,17.68,468.0,735.5,137.1,0.4737,175.78,239.5
6528.0,83.53,17.48,466.19,733.9,137.42,0.4722,176.26,240.55
6515.9,82.56,17.41,465.7,725.8,135.67,0.4679,175.97,238.54
6503.4,82.4,17.35,463.17,722.9,134.91,0.4667,171.34,236.95
6462.5,81.97,16.94,455.59,711.8,133.13,0.461,166.51,235.02
6479.3,81.13,17.17,455.49,710.0,130.9,0.4621,165.9,236.07
6508.9,82.03,17.44,458.3,717.1,132.27,0.4672,168.0,236.07
6503.0,82.08,17.39,457.83,710.0,131.16,0.4676,168.19,235.63
6522.6,82.21,17.58,460.8,719.0,132.97,0.4698,168.17,237.24
6523.8,82.31,17.54,461.99,722.6,133.37,0.4742,168.74,237.24
6587.4,84.25,18.11,470.27,731.8,134.32,0.478,169.73,238.68
6560.8,83.46,18.06,467.06,724.1,134.24,0.4748,169.8,240.13
6554.2,83.36,17.98,468.09,723.0,134.21,0.4728,171.05,238.41
6562.9,82.69,17.94,467.0,725.0,134.5,0.4732,170.57,238.29
6560.6,82.68,18.19,466.69,721.6,134.47,0.472,169.36,238.48
6596.7,83.19,18.24,471.35,727.8,136.56,0.4727,170.53,238.48
6560.8,82.71,18.17,468.92,725.5,133.39,0.4709,169.2,237.35
6568.2,82.58,18.11,468.03,731.5,132.85,0.475,169.2,239.17
6575.0,82.77,18.08,467.44,730.2,133.01,0.4738,169.62,238.0
6576.8,82.15,18.24,468.01,725.4,132.75,0.4724,169.62,238.5
6578.0,82.34,18.0,466.0,725.0,131.27,0.4736,169.62,236.82
