BTC,LTC,ETC,ETH,BCH,XMR,XRP,ZEC,DASH
6595.4,83.4,18.28,468.93,732.3,133.06,0.4758,175.22,238.55
6593.5,82.97,18.22,468.0,728.4,132.97,0.4747,172.66,242.98
6570.1,82.56,18.0,466.1,725.6,131.8,0.473,175.14,239.52
6581.2,82.76,18.14,467.87,729.2,132.5,0.4737,175.14,240.18
6593.8,82.75,18.27,466.99,728.5,133.03,0.4727,175.14,241.0
6595.6,83.1,18.3,469.1,728.8,132.98,0.4739,173.99,241.11
6594.0,82.73,18.36,468.67,729.9,132.98,0.4737,175.06,241.11
6580.2,82.7,18.12,467.57,726.7,132.98,0.4712,175.06,240.66
6587.1,82.68,18.13,468.01,724.2,132.98,0.471,175.06,240.66
6572.2,82.51,18.06,468.46,720.4,133.28,0.47,173.15,240.66
6575.4,81.98,18.19,467.5,720.4,132.53,0.47,171.28,240.35
6582.5,82.06,18.13,470.0,722.6,132.52,0.4692,171.28,240.35
6575.7,81.73,17.86,469.57,722.0,132.99,0.4696,171.28,242.35
6564.3,81.06,17.94,467.1,719.3,132.55,0.4671,171.0,242.35
6532.9,80.3,17.62,464.71,717.3,132.43,0.4642,169.59,240.6
6562.2,80.75,17.87,467.93,721.5,131.74,0.466,169.59,240.51
6550.0,80.65,17.8,466.73,722.6,132.41,0.4658,169.76,239.04
6562.0,80.56,17.8,467.16,728.0,131.49,0.4665,169.0,238.04
6548.5,80.29,17.57,465.49,727.5,131.72,0.4655,169.0,238.0
6551.0,80.65,17.61,465.2,727.2,130.63,0.466,169.0,237.1
6542.0,80.24,17.59,465.89,727.4,131.56,0.4669,169.0,236.64
6523.7,80.1,17.5,464.28,726.9,130.47,0.4675,169.0,236.64
6530.0,79.89,17.67,463.64,721.9,130.75,0.469,169.0,236.64
6572.5,81.06,18.02,467.79,729.2,129.86,0.4716,169.19,238.0
6755.1,84.98,18.73,484.04,771.4,133.97,0.4845,174.99,246.01
6746.0,84.14,18.57,485.89,766.5,134.8,0.4812,173.38,246.62
6735.7,84.16,18.62,483.12,772.6,134.8,0.4811,173.84,246.62
6734.9,84.26,18.67,485.54,768.2,135.05,0.481,173.13,245.33
6720.1,84.19,18.58,482.35,765.1,134.06,0.4817,172.3,245.25
6714.1,84.06,18.5,483.62,761.4,134.61,0.4818,172.9,245.5
6727.1,84.07,18.56,483.78,770.2,135.15,0.4809,172.9,245.5
6729.3,83.99,18.56,485.2,766.9,135.68,0.4833,173.74,245.5
6734.3,83.45,18.62,485.15,765.9,135.72,0.4864,173.74,245.46
6727.3,83.73,18.51,484.43,760.1,134.87,0.4844,173.8,245.11
6738.5,83.74,18.59,485.19,767.0,134.65,0.4834,173.66,245.46
6728.3,83.85,18.49,484.81,764.2,134.68,0.4839,173.96,245.46
6737.7,84.13,18.53,485.92,762.7,135.04,0.4846,173.7,243.78
6726.1,83.9,18.49,484.7,760.1,134.89,0.4835,174.48,244.12
6735.2,84.54,18.44,486.94,763.6,135.3,0.4847,173.7,244.12
6747.6,84.45,18.42,487.66,764.4,136.55,0.4839,174.56,244.76
6744.2,84.7,18.52,489.74,767.4,138.0,0.4839,177.45,244.26
6747.9,84.69,18.51,488.61,766.0,138.5,0.4848,176.16,242.86
6755.6,84.76,18.48,489.58,765.3,138.86,0.486,176.21,242.11
6754.9,84.42,18.48,490.5,766.4,138.81,0.484,175.26,242.44
6750.8,84.23,18.5,491.5,767.9,138.74,0.4872,175.26,245.46
6748.4,83.74,18.41,486.35,765.4,138.35,0.4852,176.41,245.5
6751.5,83.58,18.52,488.3,767.9,138.51,0.4845,176.7,245.83
6742.3,83.6,18.43,491.49,767.9,137.85,0.4864,176.7,245.05
6704.7,82.22,18.29,486.7,748.6,137.03,0.4782,173.45,242.93
6711.4,82.4,18.25,487.48,752.8,140.79,0.4786,172.9,242.93
6694.9,81.8,18.21,482.9,745.0,139.29,0.4763,173.43,238.53
6695.1,81.44,18.27,479.85,749.3,138.56,0.4755,172.84,239.46
6704.4,82.02,18.37,482.61,747.9,139.96,0.4778,172.85,239.46
6694.9,81.9,18.27,480.81,745.1,139.05,0.4776,172.85,239.92
6706.1,81.85,18.25,480.0,746.0,138.38,0.4768,172.22,239.92
6710.7,82.13,18.63,481.37,747.1,138.0,0.4782,172.7,243.72
6723.0,82.29,18.62,484.03,754.3,138.07,0.481,172.89,241.51
6714.7,82.0,18.6,481.78,749.9,137.28,0.4794,173.19,242.29
6679.1,81.42,18.48,480.0,747.9,136.38,0.475,170.87,239.22
6694.7,81.76,18.5,480.2,750.6,137.17,0.478,171.25,237.21
6713.0,82.27,18.61,482.99,753.0,136.71,0.4786,172.34,237.58
6704.6,82.0,18.49,479.25,748.2,136.64,0.4756,172.34,238.97
6715.1,82.51,18.57,481.6,752.7,136.8,0.4791,172.11,238.3
6717.5,82.6,18.63,481.76,751.0,137.0,0.4772,171.33,235.47
6716.2,82.32,18.59,479.61,749.0,137.81,0.4781,172.27,235.25
6706.0,81.91,18.43,476.92,743.3,137.03,0.477,171.07,235.67
6687.9,81.29,18.32,476.0,739.1,137.08,0.4718,169.7,229.72
6698.0,81.57,18.4,475.3,742.5,139.59,0.4722,169.93,231.41
6710.0,81.62,18.51,476.51,744.0,138.03,0.4744,168.83,232.8
6690.7,81.02,18.39,474.57,740.9,136.93,0.4755,169.39,231.79
6720.0,81.33,18.38,477.41,742.0,137.45,0.4757,169.46,233.6
6703.9,81.99,18.51,477.65,739.2,136.17,0.4782,168.53,234.56
6662.5,80.12,18.16,471.65,728.2,135.14,0.472,166.34,230.7
6666.3,79.88,18.12,472.0,734.4,135.85,0.4715,167.61,229.11
6656.4,80.18,18.01,469.43,727.6,135.54,0.4708,167.61,229.2
6629.9,78.24,17.7,458.63,720.0,133.0,0.4634,166.0,226.54
6631.7,78.69,17.69,460.25,723.0,135.49,0.4644,165.63,226.0
6641.1,78.73,17.75,463.01,732.6,134.66,0.4655,164.2,226.75
6622.3,77.83,17.63,459.1,724.6,132.1,0.4642,163.0,224.0
6597.2,77.55,17.1,457.76,719.0,126.83,0.4588,159.78,223.69
6599.6,77.64,17.09,456.76,721.1,127.24,0.4615,160.65,223.3
6587.7,77.75,17.0,454.57,718.7,127.99,0.461,160.27,223.0
6448.0,76.16,16.73,445.32,708.2,124.43,0.4506,159.26,222.73
6471.0,76.16,17.0,447.85,705.1,125.23,0.453,161.54,221.69
6360.0,75.27,16.66,435.71,693.0,122.8,0.4449,158.33,220.97
6370.9,75.22,16.63,435.28,693.8,122.98,0.4474,158.84,221.16
6388.3,76.06,16.8,441.0,698.2,123.75,0.4501,160.33,221.65
6380.9,76.32,16.73,440.09,698.4,123.26,0.4482,160.71,221.36
6382.2,76.08,16.81,440.35,698.0,124.5,0.4494,161.42,222.2
6352.9,76.06,16.73,437.43,694.6,122.7,0.4476,161.81,222.45
6370.0,75.92,16.63,434.61,694.0,122.95,0.4471,161.1,220.66
6375.7,76.67,16.67,437.0,694.2,125.24,0.447,161.1,221.47
6373.6,76.73,16.69,438.0,695.3,124.75,0.4475,161.1,223.26
6380.5,77.54,16.78,440.13,698.5,123.64,0.4489,160.72,221.93
6368.4,76.87,16.64,439.53,695.8,122.38,0.4478,161.96,221.17
6366.5,76.45,16.6,437.81,694.8,123.23,0.4467,160.32,220.43
6304.6,75.97,16.14,432.82,687.2,120.98,0.4426,159.21,220.23
6385.5,77.46,16.44,439.0,699.0,123.21,0.45,161.92,223.31
6365.0,77.55,16.35,437.78,694.0,122.84,0.448,161.22,218.78
6367.5,77.38,16.31,437.58,694.4,123.91,0.448,160.9,218.51
6348.5,76.61,16.07,433.0,695.7,122.92,0.446,160.02,218.2
6352.9,76.56,16.07,434.07,695.9,122.77,0.4452,159.42,218.2
6338.9,76.45,15.95,431.07,688.3,123.57,0.444,158.25,218.62
6314.0,75.86,15.88,429.0,685.5,123.75,0.4416,158.13,218.62
6348.1,76.67,16.21,435.6,691.4,123.64,0.4454,158.03,216.71
6368.8,77.8,16.32,439.37,694.1,125.95,0.4452,160.11,219.05
6336.2,77.47,16.14,436.63,688.2,126.5,0.4447,159.16,218.36
6346.7,78.0,16.14,439.6,688.7,125.68,0.4463,157.95,218.36
6370.8,79.45,16.47,442.99,706.7,125.93,0.4485,159.45,220.31
6373.0,78.87,16.49,441.64,706.1,126.05,0.4487,159.76,220.31
6373.3,78.67,16.48,442.71,704.5,128.46,0.4494,160.64,219.75
6366.7,78.17,16.32,442.03,697.0,125.62,0.4486,160.24,217.82
6364.8,77.72,16.35,440.01,692.9,124.07,0.4475,159.34,217.82
6344.9,77.84,16.34,438.02,693.9,123.0,0.4451,159.04,217.53
6349.4,78.18,16.23,437.11,693.2,123.03,0.4472,159.03,217.53
6345.9,77.18,16.2,436.55,694.2,122.26,0.4452,159.3,218.4
6346.7,76.98,16.19,435.58,696.9,122.1,0.446,155.77,218.4
6351.4,76.78,16.16,436.74,698.4,122.3,0.4478,158.4,218.4
6355.6,76.86,16.23,438.98,705.0,122.4,0.4476,157.28,215.04
6363.5,77.2,16.25,440.75,702.2,123.78,0.4482,157.68,215.11
6377.9,78.1,16.42,444.67,705.2,125.04,0.4491,157.68,215.11
6361.7,77.69,16.26,442.14,702.7,125.12,0.4488,156.03,217.15
6328.8,77.59,16.12,439.02,694.3,124.5,0.448,156.12,216.79
6324.0,76.89,16.04,438.07,694.4,125.45,0.4443,155.61,214.3
6343.6,77.15,16.17,440.7,696.8,125.24,0.4454,155.99,214.0
6326.4,76.92,16.01,438.02,695.2,125.82,0.444,155.99,214.0
6326.1,76.29,16.17,439.08,694.2,126.0,0.4439,155.74,214.0
6214.5,74.76,15.99,434.34,685.1,121.5,0.4358,153.0,210.5
6177.8,74.63,15.9,432.15,677.3,120.9,0.434,151.84,210.0
6198.5,75.58,16.01,434.36,677.0,123.6,0.4352,151.84,209.42
6187.4,75.71,16.02,433.41,678.5,121.56,0.4346,153.0,210.55
6172.1,75.4,15.88,430.06,676.2,119.29,0.4337,151.84,211.7
6167.1,75.35,15.9,429.38,676.0,120.0,0.431,151.15,210.0
6174.4,75.81,15.91,431.35,679.3,120.31,0.4334,150.67,210.0
6184.8,75.99,15.99,429.49,677.1,121.27,0.4325,151.94,209.0
6173.3,76.03,16.0,429.6,681.5,121.27,0.433,151.37,208.0
6168.8,75.93,16.0,429.96,678.4,120.36,0.4334,150.0,207.17
6184.6,76.16,16.15,433.96,679.8,121.53,0.4348,151.03,208.0
6178.5,76.04,16.0,430.18,680.3,120.61,0.4342,151.03,209.0
6173.4,76.16,16.07,429.0,678.4,120.65,0.4335,153.16,210.1
6174.2,75.8,16.01,427.93,679.0,120.15,0.4331,151.97,209.19
6176.8,75.79,16.02,427.2,679.2,120.0,0.4336,151.97,209.28
6168.0,75.73,15.92,425.3,676.2,119.34,0.4324,152.28,208.89
6154.6,75.26,15.91,424.32,677.5,119.58,0.429,150.71,207.87
6242.5,76.85,16.24,430.45,685.5,119.91,0.4366,154.65,210.7
6235.0,76.95,16.64,431.77,697.4,120.13,0.4382,155.5,216.0
6233.6,77.17,16.59,432.85,701.6,121.5,0.4395,155.5,215.05
6238.1,77.32,16.62,434.0,701.5,122.5,0.4395,154.68,215.05
6246.6,77.59,16.73,437.38,700.6,123.6,0.442,154.68,240.0
6241.1,77.42,16.59,435.33,696.6,122.68,0.443,155.28,231.08
6244.4,77.38,16.59,436.0,696.9,123.0,0.4436,155.6,228.2
6230.0,77.16,16.51,434.09,694.3,123.0,0.4408,156.07,229.06
6245.2,77.25,16.52,436.72,700.6,122.32,0.4428,156.58,226.37
6233.7,76.71,16.55,436.32,697.6,123.06,0.44,156.58,225.36
6234.2,76.77,16.56,436.3,696.5,123.06,0.4392,156.58,223.0
6233.2,76.86,16.56,436.13,697.7,122.95,0.4392,155.67,227.38
6243.6,77.11,16.61,436.83,700.5,123.08,0.4408,155.78,227.38
6265.2,77.64,16.67,440.5,702.3,123.39,0.4435,157.41,226.0
6236.2,77.42,16.56,436.24,694.1,123.25,0.4411,158.61,225.0
6245.3,77.57,16.6,436.38,699.3,123.25,0.44,157.23,225.0
6257.2,77.52,16.61,438.05,699.8,123.47,0.4407,158.27,224.58
6257.1,77.67,16.63,437.62,699.4,122.66,0.4387,159.3,224.58
6269.8,77.13,16.64,436.97,701.0,123.86,0.4402,159.19,224.09
6239.1,76.94,16.56,434.92,695.4,122.71,0.4381,156.81,223.66
6182.5,75.84,16.38,429.5,689.9,120.76,0.4352,154.79,220.65
6186.9,75.99,16.15,429.96,692.0,121.64,0.4355,180.47,220.2
6220.1,76.49,16.23,431.17,696.3,120.88,0.4364,180.95,219.18
6215.6,76.58,16.26,431.65,694.6,121.13,0.4358,175.91,220.94
6214.9,76.6,16.18,432.11,694.7,121.78,0.4393,176.36,220.94
6241.4,76.71,16.37,432.43,695.5,121.82,0.437,171.56,217.5
6237.4,76.68,16.3,433.16,694.8,121.0,0.4368,172.01,216.11
6231.1,76.52,16.27,433.58,694.6,121.0,0.438,172.24,216.11
6208.9,76.0,16.19,429.84,689.4,121.23,0.4356,170.19,215.5
6216.6,76.09,16.15,430.53,692.6,121.05,0.4362,169.8,215.57
6221.2,76.17,16.22,432.11,691.0,121.05,0.4372,171.25,216.38
6207.8,75.65,16.11,431.15,689.6,121.69,0.4361,171.6,216.38
6222.9,76.37,16.18,432.2,690.3,121.18,0.4366,172.3,217.4
6220.1,76.33,16.1,431.87,690.0,122.0,0.4358,172.3,217.22
6202.4,75.86,16.15,429.93,687.5,121.35,0.4334,171.8,217.0
6219.0,75.84,16.24,430.7,688.4,121.56,0.4351,174.42,217.63
6237.8,76.19,16.27,432.35,692.3,121.71,0.436,178.07,217.63
6227.8,76.12,16.28,433.78,694.4,121.94,0.4372,175.4,217.63
6237.3,76.07,16.2,434.0,694.8,122.5,0.4364,172.32,221.11
6237.0,76.31,16.31,436.3,698.6,123.12,0.4365,173.79,222.22
6237.9,76.23,16.25,436.77,700.1,122.93,0.4365,172.07,222.79
6265.0,76.55,16.36,436.93,702.4,122.37,0.4388,175.39,224.29
6263.0,76.52,16.34,436.46,704.5,121.84,0.4391,173.22,224.56
6238.1,76.45,16.19,433.12,701.2,121.14,0.4369,172.14,221.95
6265.9,77.15,16.27,435.07,704.8,122.0,0.439,174.56,221.99
6276.7,77.05,16.54,435.69,703.6,123.51,0.4406,171.67,222.86
6259.1,76.61,16.54,434.35,703.0,123.47,0.4404,171.67,223.0
6251.9,76.1,16.35,433.74,699.8,121.93,0.4385,172.5,223.35
6250.4,76.37,16.44,433.34,700.6,121.93,0.4391,172.61,222.93
6246.0,76.19,16.29,432.79,698.8,122.87,0.4368,172.67,221.17
6235.0,75.63,16.31,431.95,698.9,122.77,0.4356,172.61,221.17
6243.5,76.92,16.25,431.67,698.9,122.77,0.4369,172.72,221.17
6253.5,76.96,16.34,432.96,702.8,121.85,0.4377,172.8,221.17
6266.0,77.0,16.37,434.18,706.3,122.94,0.4396,174.67,221.17
6277.2,76.85,16.39,435.88,704.7,122.96,0.4392,174.67,220.3
6273.4,76.95,16.39,436.33,705.0,122.96,0.4382,174.0,220.9
6272.0,76.84,16.4,436.36,703.8,122.7,0.4376,174.94,221.66
6309.7,77.34,16.53,438.2,711.4,122.66,0.4418,173.95,223.17
6299.8,77.04,16.46,439.95,715.0,123.04,0.4424,173.99,225.0
6336.5,77.44,16.6,443.43,725.4,123.34,0.4443,174.43,229.67
6352.2,77.54,16.64,447.0,724.2,123.58,0.4466,175.09,230.31
6336.5,77.17,16.59,443.8,718.6,123.6,0.4441,174.5,226.06
6348.1,77.14,16.58,445.97,718.6,124.31,0.4454,173.99,226.91
6342.4,77.02,16.56,445.0,716.0,123.6,0.4447,174.23,226.34
6359.6,77.6,16.82,451.81,726.8,124.55,0.4478,175.17,226.34
6372.9,77.8,16.73,449.33,726.8,124.56,0.4476,176.2,232.11
6375.1,77.94,16.69,449.64,723.4,125.3,0.4483,177.2,231.88
6339.1,78.02,16.67,449.31,720.5,124.78,0.447,174.91,232.47
6356.3,78.16,16.68,449.57,724.7,123.73,0.4485,175.8,232.2
6374.4,79.23,16.68,452.53,725.2,123.56,0.4474,176.24,232.75
6370.0,79.34,16.79,452.25,730.8,124.03,0.4491,176.02,231.73
6359.9,78.44,16.74,449.15,722.9,123.46,0.4489,174.32,232.62
6335.4,78.48,16.65,448.99,722.6,123.81,0.4467,174.44,230.58
6348.0,78.4,16.69,448.01,722.4,123.89,0.445,174.54,230.77
6337.7,77.98,16.55,446.01,718.0,123.53,0.4442,173.04,227.4
6348.0,78.01,16.56,445.82,716.6,123.13,0.4444,173.18,227.4
6353.0,78.2,16.57,447.16,716.6,123.13,0.4465,173.64,227.4
6344.4,77.96,16.6,446.08,718.1,123.36,0.443,172.04,227.4
6354.9,78.17,16.62,448.07,721.6,123.43,0.4444,172.19,229.02
6363.6,78.64,16.67,453.62,728.5,124.3,0.4459,173.5,231.13
6357.6,78.53,16.67,452.0,725.8,123.59,0.4459,175.16,231.13
6364.2,78.52,16.7,453.03,729.2,122.88,0.4456,175.0,228.5
6515.5,81.35,16.98,467.0,761.9,126.96,0.4573,178.12,235.73
6549.9,82.23,17.18,468.41,764.8,126.21,0.4596,178.96,237.25
6633.0,82.77,17.29,474.99,774.5,130.0,0.4684,179.23,240.05
6604.3,82.75,17.21,472.03,766.9,129.59,0.4642,177.57,240.5
6585.2,81.73,17.15,471.25,766.4,128.57,0.4628,177.8,237.4
6622.2,82.31,17.2,474.02,781.2,128.8,0.4657,182.24,240.94
6623.8,83.16,17.35,473.18,780.7,131.95,0.4672,181.97,248.0
6617.5,82.64,17.25,472.05,785.4,130.29,0.467,184.14,245.32
6663.9,83.34,17.42,477.16,800.1,131.46,0.4711,185.96,244.48
6663.3,83.19,17.31,473.39,797.8,134.19,0.4712,186.0,245.19
6678.0,83.22,17.4,478.43,803.2,133.26,0.473,186.98,243.7
6663.8,82.86,17.36,475.55,797.5,132.77,0.4695,187.35,245.33
6665.0,82.86,17.28,476.0,797.5,133.15,0.473,187.58,244.5
6672.0,82.81,17.32,474.73,796.2,132.17,0.4757,189.52,243.96
6727.0,83.95,17.48,478.86,802.6,135.48,0.4827,189.4,246.85
6735.0,84.18,17.28,480.0,801.9,135.22,0.4807,184.9,246.85
6727.8,83.74,17.28,476.23,798.2,137.49,0.4784,184.98,249.49
6740.0,84.04,17.32,478.15,801.0,138.3,0.48,185.25,250.36
6739.9,84.31,17.35,479.49,803.0,141.43,0.4816,186.9,252.18
6711.0,83.28,17.15,475.5,799.6,138.0,0.4794,186.62,248.9
6690.3,82.55,17.0,472.5,787.2,138.25,0.4732,185.63,247.95
6672.3,82.3,17.03,472.0,783.0,136.87,0.4709,183.8,247.24
6690.7,82.66,17.2,473.43,791.2,137.46,0.475,184.62,247.24
6718.7,83.09,17.14,474.58,797.3,138.35,0.4768,185.4,249.24
6697.0,82.88,17.1,472.01,792.6,137.96,0.4738,184.22,248.93
6716.5,82.96,17.15,472.64,796.2,137.7,0.4744,183.92,247.37
6675.0,81.87,17.0,466.47,790.1,137.5,0.47,182.98,246.0
6700.1,81.9,17.08,467.9,792.6,136.34,0.472,180.96,246.73
6692.8,82.23,17.01,466.44,788.2,136.41,0.4705,181.65,244.51
6717.6,82.99,17.1,468.38,794.9,136.7,0.476,184.97,247.0
6780.1,83.35,17.13,473.0,803.0,137.64,0.4798,185.3,248.33
6756.2,83.09,17.1,470.8,796.5,137.6,0.4764,186.39,246.03
7181.7,87.45,17.8,496.13,839.1,143.97,0.5027,195.52,258.73
7336.1,88.83,18.03,504.65,852.3,144.45,0.5085,200.01,260.61
7300.7,88.77,18.06,499.36,844.8,144.24,0.5064,207.59,259.76
7319.4,89.13,17.91,500.11,845.9,143.58,0.5094,203.0,260.0
7359.5,89.86,17.98,503.0,856.2,143.75,0.5154,206.9,262.96
7318.6,89.24,17.99,501.01,857.2,144.0,0.5107,208.63,262.0
7316.9,88.69,17.93,499.3,855.0,144.0,0.5079,210.02,260.66
7350.2,89.65,18.04,502.32,863.9,146.25,0.5104,217.01,261.79
7339.5,89.75,18.17,501.9,863.0,147.11,0.5112,215.0,263.28
7410.7,93.47,18.26,507.75,875.1,147.36,0.5168,221.94,265.0
7466.5,91.62,18.03,505.84,870.6,147.3,0.5164,225.33,269.5
7434.2,92.15,18.02,504.1,870.2,146.23,0.5127,223.93,268.77
7460.0,91.21,18.01,504.86,873.8,146.33,0.5164,223.42,268.37
7463.9,91.23,18.02,503.4,873.3,146.85,0.5176,222.4,268.0
7439.6,90.97,17.93,504.58,867.2,146.59,0.5168,219.79,266.95
7369.7,90.92,17.86,497.96,863.4,144.98,0.51,213.06,262.02
7400.0,91.29,17.89,498.59,866.2,145.79,0.5129,214.0,261.51
7398.3,90.9,17.84,498.78,866.6,145.23,0.5127,213.59,260.72
7420.3,90.98,17.92,498.63,870.8,145.56,0.5116,216.88,259.93
7442.5,91.66,17.96,498.14,869.2,145.68,0.5152,219.43,262.12
7448.6,90.84,17.85,493.94,867.2,144.4,0.5138,219.43,259.82
7450.1,90.82,17.82,493.84,863.6,144.3,0.5132,215.73,262.93
7423.6,90.31,17.69,493.61,861.8,143.84,0.513,212.93,261.83
7434.8,90.55,17.85,492.6,867.9,145.4,0.5125,212.15,266.24
7498.3,91.6,18.03,495.49,871.5,146.09,0.516,215.73,270.0
7428.3,90.05,17.63,489.4,860.8,143.42,0.5116,209.65,266.41
7384.9,88.02,17.47,483.0,842.9,142.26,0.4896,206.88,266.89
7332.3,88.16,17.33,473.44,822.3,139.83,0.4834,203.18,263.24
7337.5,87.1,17.38,475.92,821.6,138.55,0.4857,203.02,263.26
7361.1,86.81,17.3,481.01,827.3,139.34,0.4839,204.72,262.45
7367.4,86.24,17.34,479.36,824.0,139.48,0.4889,208.48,266.81
7345.9,85.52,17.29,476.0,822.4,139.98,0.4839,206.02,271.0
7308.2,85.17,17.07,472.32,809.3,138.68,0.4774,204.33,272.71
7324.6,86.11,17.19,474.92,814.1,138.84,0.4802,203.82,268.06
7319.7,85.81,17.32,474.39,811.1,139.75,0.4793,207.85,263.9
7311.9,86.35,17.31,474.8,813.6,140.95,0.4794,209.88,257.96
7333.9,86.81,17.65,475.63,811.6,140.91,0.4803,207.47,259.83
7341.0,87.22,17.65,477.36,817.8,141.79,0.4851,208.73,262.87
7319.2,86.45,17.51,476.23,816.3,141.56,0.48,209.59,262.14
7332.4,86.39,17.57,476.09,812.0,142.59,0.4814,206.85,265.0
7407.0,87.72,17.72,479.46,826.1,142.71,0.4888,209.33,267.49
7375.3,86.97,17.53,477.08,826.5,142.55,0.4889,208.48,269.8
7416.2,87.62,17.66,480.18,834.0,142.12,0.4886,208.8,270.16
7417.2,87.9,17.59,481.07,833.6,142.03,0.4902,211.46,267.19
7479.5,88.26,17.61,480.83,842.7,144.31,0.4931,214.64,268.39
7452.8,87.37,17.46,473.76,830.6,142.98,0.4876,209.19,268.02
7393.9,86.02,17.36,468.0,815.2,140.02,0.481,204.0,264.02
7366.6,85.9,17.14,463.56,806.8,139.5,0.4727,198.59,255.01
7421.6,86.18,17.36,468.3,816.9,140.97,0.4786,202.0,260.99
7420.0,86.29,17.43,467.85,818.0,141.16,0.48,202.51,258.01
7449.4,86.99,17.42,467.61,817.4,141.36,0.4799,203.0,257.42
7419.8,86.08,17.39,467.28,816.9,139.16,0.4758,199.85,257.88
7428.6,86.44,17.32,467.95,818.9,139.89,0.478,200.8,259.62
7479.7,86.85,17.34,469.05,822.0,140.13,0.4776,201.0,260.87
7472.3,86.1,17.43,468.45,825.6,139.59,0.4763,200.5,261.0
7401.1,84.93,17.18,460.74,812.0,137.03,0.4685,197.55,258.0
7450.2,85.61,17.36,464.55,816.1,137.75,0.4691,197.1,266.27
7456.1,85.45,17.52,466.64,815.7,138.01,0.4699,199.14,268.77
7460.6,85.33,17.51,465.91,816.2,138.17,0.4684,196.4,265.14
7446.1,85.22,17.36,462.73,812.9,137.41,0.4661,194.43,265.14
7418.4,84.61,17.21,459.6,802.3,136.7,0.4595,191.14,264.15
7379.3,83.26,16.72,455.95,780.0,134.85,0.4506,192.14,259.32
7465.1,83.71,16.72,457.87,786.1,135.16,0.4575,195.04,273.87
7465.7,84.92,16.97,465.25,794.9,138.67,0.4597,194.9,278.22
7436.6,84.45,16.9,462.0,786.4,138.4,0.4564,195.65,277.4
7456.6,84.31,16.89,463.09,796.9,137.13,0.4606,194.92,274.32
7490.0,84.81,17.02,464.17,802.2,136.55,0.4638,195.95,276.0
7463.7,84.65,16.88,462.39,793.1,136.1,0.4587,194.86,273.32
7471.8,84.25,16.74,463.81,792.6,136.42,0.458,194.18,275.58
7472.0,84.44,16.71,462.9,793.5,136.04,0.458,192.57,273.2
7464.5,83.69,16.59,457.0,784.8,136.47,0.4577,192.51,265.01
7472.9,84.0,16.5,456.4,797.0,135.95,0.4576,195.25,273.94
7330.9,81.84,15.89,449.59,778.6,134.33,0.4459,185.0,271.0
7355.0,82.3,15.95,452.68,780.4,132.6,0.4484,186.3,270.1
7338.5,81.85,16.0,443.99,779.4,130.53,0.4352,185.06,245.25
7345.5,82.11,15.98,444.15,777.5,130.33,0.439,186.27,248.39
7296.9,81.53,15.92,441.8,765.0,129.15,0.4349,179.92,245.5
7350.0,81.65,16.02,449.35,767.0,129.11,0.4432,177.5,244.66
7320.0,81.63,16.02,447.95,762.5,129.71,0.4436,183.33,243.22
7231.9,79.7,15.9,442.94,742.6,127.63,0.4353,177.97,238.56
7256.0,80.63,16.0,449.45,760.1,127.8,0.4427,179.54,238.5
7275.6,80.23,16.1,451.04,761.7,127.85,0.452,181.68,242.44
7274.6,80.75,16.02,454.57,763.2,127.54,0.4492,180.77,248.78
7298.5,81.07,16.09,456.0,766.1,127.99,0.4496,180.44,243.46
7328.9,81.83,16.26,458.99,775.4,128.34,0.4506,182.37,242.44
7336.6,82.38,16.29,463.5,773.6,129.08,0.4535,182.82,242.2
7328.1,82.15,16.33,459.1,773.3,128.37,0.45,184.45,238.37
7306.5,82.0,16.26,459.42,767.5,128.64,0.45,181.7,238.95
7315.3,82.08,16.26,461.99,771.0,129.47,0.45,181.52,241.04
7291.1,81.5,16.13,450.92,765.9,128.44,0.448,180.5,242.01
7315.0,82.28,16.28,456.64,774.0,129.09,0.449,179.88,242.71
7333.0,82.44,16.25,457.0,771.2,129.5,0.4491,181.84,242.85
7347.2,82.65,16.32,457.75,778.4,128.7,0.4505,181.35,243.44
7350.0,83.81,16.4,460.73,781.3,129.48,0.4547,183.26,243.5
7392.0,84.54,16.45,465.07,791.8,131.17,0.4584,189.11,249.02
7402.2,84.0,16.35,463.0,792.3,131.39,0.4542,188.12,252.0
7407.2,83.97,16.4,463.03,793.8,131.44,0.456,186.77,253.0
7423.7,84.3,16.42,465.35,796.0,132.77,0.4588,192.47,252.84
7418.6,84.27,16.35,466.3,797.3,132.0,0.457,190.98,253.2
7407.8,84.1,16.38,465.07,794.8,132.65,0.4566,189.98,253.49
7405.0,84.22,16.33,464.67,792.7,132.66,0.4568,190.64,252.75
7412.4,83.98,16.43,464.35,793.1,131.9,0.4549,188.9,255.25
7396.7,83.49,16.4,460.88,787.3,131.97,0.4529,189.38,255.44
7437.7,83.48,16.36,464.83,796.4,132.61,0.4528,188.24,256.87
7479.9,83.87,16.39,466.16,802.0,133.75,0.4558,189.25,259.97
7425.3,83.1,16.3,462.2,794.6,132.54,0.4528,189.25,259.94
7410.9,82.81,16.21,459.65,787.8,131.93,0.4521,188.18,258.33
7397.5,83.13,16.2,460.55,788.0,130.99,0.4518,188.07,259.0
7411.1,82.76,16.27,463.62,788.0,131.32,0.4527,188.07,256.65
7385.3,82.64,16.23,460.67,781.7,130.6,0.452,186.69,252.98
7400.0,82.59,16.24,460.07,781.7,130.6,0.4492,186.69,253.89
